comment,sentiment
لوكان مجتمعنا سليم وصحيح ماكان وصل حسين لهون,N
سبب انتحارو موجود عند كل الشباب السوري  بس اغلبنا عم نقول الصبر مفتاح الفرج وناطرين بس شكلنا رح نضل نصبر كل عمرنا ومارح نشوفو للفرج,G
الله  يرحمو,G
مافي اي شي مستاهل ننتحر من شانو بالعالم سواء ضغوطات او ظروف صعبة او حبيب او اي شي,G
شكرا لكل الاشخاص يلي لما كنت بدي انتحر ومقررة قرار نهائي ماتركوني لحالي,N
بتوقع عليه ضغط اكبر منو ومن عمرو ومن قدرتو عالتحمل الله اعلم شو صابو لوصل لهون الانتحار جريمة صح بس اللي ماعاد استوعب الحياة وفات بحالة مرض نفسي مامنقدر نقيمو كإنسان طبيعي ونقلو الانتحار حرام,G
بعمر ال شو بدك تفهم و شو شفت من الصعوبات لتنتحر,G
بحالات متقدمة متل حالة حسين ما بينفع الكلام الحلو بس  أو ممكن يساعدو لفترة صغيرة بس,G
الله يرحمه ويغفر له,G
في كتير اشيا بتدفع للانتحار اولها الناس الي حوالينا والضغوط الي بيحطونا فيها,G
هلئ هو انتحر لأنو ما حبينا  بعض و اتقبلنا  اختلافاتنا وماسمعنا وفهمنا بعض  شو هالتحليل العميق هاد,G
لو بنتحر من كتر ما بيستلموني يا زلمة كنت مجيل وصرت صف خامس,G
بعض التعليقات هون بتجبرك تقول,N
الجملة اللي بالصورة بتخلي الشخص يحس بالذنب انو عم ينقل الوجع وهي موطريقة لنمنعو ينتحر,G
الله يرحمه يارب ويصبر أهله ويخفف عن هالشباب هالضغوط يلي عم بعيشوها مابتنحمل,G
حدا يفهمني انو الشب وصل لمرحلة الانتحار وانتو متفكروا بمين لازم يسمعنا وبالكلمة الحلوة,G
لو في حدا بحبنا ما وصلنا لفكرة الانتحار,G
كتير وجعني هل الشب صراحة وزعلت عليه بس المشكلة حالو حال شباب البلد كلن وانا اولن ما بعرف شو ممكن نقول غير الله يرحمو وبس,G
لكل شخص انتحر وقرر ينتحر مفكر رح يرتاح هه,G
نفس الحكي لي كنت عم احكيه من شوي,N
الأنتحار لا ينهي الألم بل ينقله الى من يحبنا مدري شو  شو ها العبارة يلي بتشجع ع الأنتحار يلي بينتحر بكون ضعيف ايمان شو ما كانت الأسباب,G
خطوة صغيرة لفرد ولكنها قفزة كبيرة للمجتمع,N
الي عملو غلط وحرام ومو من حقو ينهي حياتو أيمت ما بدو شو ماكان السبب,G
للأسف هالحالات اللي عم نشوفها من ورا كل شي عم يصير بهالبلد بكفينا بقا بكفينا,G
لك فهمنا بقا خرا عليه من هون لعندو ليش مين قال يلي بينتحر الله رح يفرشلو بيت بجنة خرا عمخكن نشالله عمرو ان مات وان عاش لتهو بحالكن لك عمي رعتونا بربو,G
بناقص الله لا يردك مو شماته بس لأنتحار حراام تحت اي مسمه ما رحم حالو ماحدت بيرحمو سجل خروج وفكونا منو منو لربو,G
عم لاقي كل الي عم ينتحر متعلم وعندو شغلو لخاص,N
هاد مرض نفسي اولا,N
ليش أخد كل هالضجة,G
اذا كل حمار مو فهمان شي بالدنيا انتحر وعملنا هي الضجة الإعلامية لحق حمير تنتحر,G
على فكرة يلي عم يقول مالازم تطرحوا هيك مواضيع بالعكس هي المواضيع اللازم تنطرح لحتى نحس على حالنا وننتبه على بعض اكترررر,N
هي انتحر واحد تاني من شوي,G
بكرى كل واحد اكل كفين من الدنيه,G
ومن أعرض عن ذكري فإن له معيشة  ضنكا,G
لعن الله كل واحد بيفكر ينتحر قتل النفس جريمة حرمها الله لاتتعاطفو معو ابدا بالعكس بكرا بيشوف هالجيل الجديد كيف العالم عم تتعاطف بتعجبهن وبيجربوها,G
الله يرحمو ويصبر اهلوو,G
الله يصبر اهلو عفراقو و اكيد مر بظروف قاسية,G
لطيزي ولجهنم وبئس المصير الله لا يردو,G
ولك صرعتونا ولو لان مشبهينو بمارسيلو انتحر خراي عليكن بقلب بعض العما حديث الفيس  هوي,G
الله يرحمو ويغفرله ويجعل مأواه الجنة ويصبر اهله والبقاء لله,G
يعني اذا مات انحلت الازمة,G
اكتر شي عم نفكر فيه حالا هو الانتحار بس كمان عنا صبر وإيمان وانشالله ربنا بيجمعنا مع ناس منستاهلن وبيستاهلونا,G
الله يرحمه يالله شو زعلت عليه,G
الله لا يوصل حدا لهالفكرة,G
الله يرحمو ويجعل مثواه الجنه,G
الله يرحمو يارب ويجعل من اهل الجنة,G
كان بدك صديق,N
الله يرحمو ويقدر اهلو على الصبر والسلوان,G
الله يرحمو و يصبر اهلو و ربنا يساعد هالجيل على صعوبة الحياة,G
الله يرحمه ويغفرله  محد بيحس بهالشي غير اللي عايشه,G
ريم محمد محمد  انتي كنتي سبب هداك اليوم تتذكري,N
لا صحة نفسية ولا دينية,N
ازالة صفحات الصراحة من على الفيسبوك,N
للتواصل مع مبادرة عقمها,N
الناس معد تفرق معها لأنه بالأساس عايشين من قلة الموت,G
الاعتذار قوة بس الناس بتفكرو ضعف,N
أي نعم,N
صباحو يا بعبع,N
الحب كلو البعبع,P
للأسف ما حدا بياخد الاعتذار و المسامحة من هالباب,N
الاعتذار قوة,N
بدك مين يفهم,N
ولحدا بيستاهل ويقدر,N
مابعرف شلون بدي صارحكم بالموضوع بس إمي اكبر متنمرة عليي,G
بشكل عام لو بنركز شوي بتصرفاتنا بنلاحظ اديش بنتصرف بعنصرية بالشغلات البسيطة بدون ما نحس ع حالنا لان ربيانين ع هيك,N
الافكار و المفاهيم الغلط يلي بتنزرع و بتربى و بتكبر براس كل انسان بتحولوا لوحش بالمطلق و باللاشعور,G
كانو  نساء ورجلين,N
كل الحب لكل انسان الا اللي بلش و اكل الخفاش,N
شكرا للإضاءة عهالفكرة من خلالي,N
هدول صور واحد عليه دين  مليون,N
في منه ترا,N
تماما هيك,N
يلغولنا الجامعه,N
الحياة كلها هيك,N
ممكن هالشي صح ما بس مو لهدرجة,N
كل هل شي بتمرقو فيه بلجامعة,N
نفس فكرتك وقت عملت مراحل الحب,N
سيد الايماءات شخصيا,N
لوهلة حسيت انو في مبالغة  بس مو كل الناس بتعيش نفس التجارب ونفس الظروف,N
هيك عملت فيي جامعه,N
انا مرة ماكنت مصابة كنت مرضانة و تعاملوا معي بطريقة اكتر من سيئة,G
ولما يشوفوك مكرب,N
ما هو لما بقلو لمخي يبطل يفكر بصير فكر كيف بدي خليه يبطل يفكر واتخيل إذا بطلت فكر شو رح يكون بدل الأفكار الي كانت فبدوخ بزيادة,N
حتى لو غفيت بالحلم بتذكر المواقف الله يساعد الناس ويصبر قلبهم,G
دماغ شغال مش بتنام   مابينطفا,N
هالموضوع متعب وبيستنزف طاقة بشكل رهيب للأسف خصوصا اذا ترافق مع توتر وقلق دائمين,G
المشكلة أنو الدماغ بتضل شغالة ما بتنامش  حتى لو الواحد حاول يتجاهل أو يخفف تفكير,N
طيب أنا بعد ما قرأت هالبوست صرت فكر كيف بدي وقف تفكير وماعم لاقي حل فصرت فكر أنو أنا ليش ماعم لاقي حل وإذا ما لقيت بدي ضل تعبانة أنا كده استفدت ايه,G
بضل عم فكر كل النهار وبس اجي لنام بفكر زيادة لاتعب ونام وبكفي تفكير وانا نايمة,N
قنعوه ل مخي أمانة,N
قلبي يا البعبع,P
مش بإيدو الواحد,N
الأصعب تفكر بحل مشاكل التمساح,N
معاناتنا الأبدية,N
ولما منخلص من حاله ال منلاقي كل ال ع شكل احلام وكوابيس,G
شوصح هالحكي بس يلعن مخي مابيسمع مني لك حتى بالحلم بكفي تفكيري,G
ام كريم,N
لفترة طويلة كان كل اهتمامي بالحياة هو هي التعليقات,N
بشكل عام لازم يكون عنا ثقافة تقبل لحتى نقدر نواجه التنمر,N
لأنو عندن عقدة نقص,G
كل حدا فينا حلو بطريقة مختلفة,P
لان بعض العالم بتنبسط بالانتقاد والتجريح لاسباب شخصية عندن,N
لان هدول الناس بيحكو بدون حسبان لكلامن ولا وزنا,N
والله اذا ما رديتولو لكل واحد بيتنمر عليكون بتنمر اكتر واكبر ما حيزوقو وكل ما بشوفوك مزعوج من حكيون كل ما بياكلو خ اكتر لهيك داويها بالتي هي الداء,G
كلام الناس لا بقدم ولا بأخر شو ما يحكوا لورا ضهرك,N
شو بستحقر هالعالم,G
سماع وطنش وكول وفنش,N
سراق البوستات,N
أي تعرضت لأكتر من سؤال,N
لو كل شخص بيهتم بأمورو وبينسى أمر غيرو  ليبلش يحسن من ذاته  وقت فينا نحكي عن تطور مجتمع إنساني,N
في احلا من الشعر الطويل للشب اذا بيلبقلو,N
ما تعرضت لهالشي من قبل إلا من ولد صغير ووقتا قعدت أحكيلو بكل لطف أنو الشعر الطويل مو بس للبنات,N
وقت حدا يقلي ليه شعرك منكوش,N
بما انو شعري كيرلي,N
تتعدد الردود صديقي,N
ما برد,N
بطنش بأي تعليق,N
بقلو كيف ما كنت بجنن مع ابتسامة طبعا,P
بقلو انفك الله خلقو حتى تشم في مو لدحشو بخصوصياتي,G
الله الله اول مرة بشوف حشرة بتتكلم,G
بقلو بصوت رمزية  شباااااك  ئارشتك شي,N
ببتسملو هي الابتسامة تبعيت المسايرة,N
انا بصراحة بس حدا يسألني هاد السؤال البايخ بقلو انو اكلت ضربة كهربا بصغري و شعراتي صارو هيك,N
وانت شب قص لسانك ولا تطولو متل البنات,G
عادي بضلو يقلولي هيك مابحس بشي بضحك غالبا,N
قاتلهم القهر,N
ام الشعر المنكوش  بقلو هاد شعري ما شعرك وبضحك الضحكة اللئيمة,N
أم شعر منكوش ليش بتلبسي واسع وخيوط للأمانة نسألت هالاسئلة من أقرب الناس وبطريقة بتجرح,G
قلو رح اعطيك خصله منن تحطن عشواربك بركي تبطل طولة لسان وتصير رجال,G
عادي بحبه منكوش وانا بتمسخر عشعري قبلهم لانو ميهمنيش بشعر منكوش أحلى من جينات الخلفوهم,G
مابرد عليون لان عاجبني شعري بكل بساطة ومقنتعة مافي داعي من كل كلمة يالطيف رد عليون,P
شعري المنكوش أهم من سيرة حياتك كلا,G
قبل ببدايات تطويل الشعر كنت مجهز اذا حدا بيعلق هالتعليق بقصد الاهانة رح رد عليه كالتالي امك بتحبو طويل مافيني زعلها,G
تفضل منخارك لقيتو بحياتي احتفظ فيو ضمن نطاق وشك شي ما اكسرلك ياه,G
أولا  اللي بيحكي هيك بيعرفش الله وين حاطه,N
كل ماحدا يقلي مو عيب عليك انت دكتور وشعرك طويل,N
بقول الشعر الطويل ما شي مقتصر عل بنات مافي اي قانون او مبدأ كوني بقول انو الشعر الطويل للبنات والقصير  للشباب,N
قليل لحتى يحكي حدا قدامي هيك شي بس من ورايي بيوصلني كل الحكي,N
كان يتوجهلي هالسؤال لما كان شعري طويل  و لما قصيتو صارو نفس الاشخاص يقولولي ليش قصيتو,N
انا تركت شعر ابني للسنه ونص,N
مين طلب رأيك,N
رح يتنمرو شو ماكان لون شعر وكيف ماكاان,G
اللي مو عاجبو ينطح راسو بالحيط أيواااه,G
شعري وانا حر فيه,N
كل حدا دخلو بالشي يلي بريحو وكيف بدو يكون شكلو بكون والمقتنع فيه بعدين جملة الشعر منكوش حلوة هنن دائما بفكرو رح يزعجونا,N
بكل بساطة ب توت ام الي نفضو وبتنمر عليه بكل تفاصيلو طولو عرضو نبرة صوتو وحتى شعراتو والقصة المدرسية تبعو,G
انا بفتخر بشعري المنكوش,P
يا الله العالم مادخلا بالعالم الثانية,N
انت انسان زنديق وكافر لانك عم تتمسخر ع خلقة الله المنفوشة,G
بقله أنا هيك عاجبني ومابتوقع يكون منظري مؤذي لعينك أو للمجتمع,N
شو دخلك فيني لك ابي,N
بفردن وبلولحهن بخلقتو,N
هيك بحب وهيك برتاح,N
الشعر الطويل كتير بيعطي انوثة للشب,N
بنكشو أكتر وبخليه مفرووود,N
مع الاسف شو مو قلتلو ما رح يقتنع هاد التخلف والجهل ما رح ينقرض,G
بقلن نكشتي ومبسوطة فيها,N
بقلو لنفس السبب اللي خلاك تحشر حالك بقصص مالك علاقة فيها متل النسوان,G
ببتسم وبقول حلاوتا,N
حسب الشخص واسلوب الطرح,N
لو بهمكن كنتو عرفتو لحالكن,N
لما صراحة كتير بتأثر,N
بتنمر عليه,G
الله يرحم جبهته ليلي بيحكيها,G
بتعرف غناية ملكش دعوةبنساها,N
وانت ليش مقصرو متل الشباب,N
يلي ما عاجبو ما يتطلع,N
مرة واحد قلي هيك هر شعري كله وبطل يطلع ومن وقتا عم اطلع بالقرعة اللهم عافينا,G
والله انا عادي يعني بحسو مدح,N
لاني شوشة المنكوشة,N
سر سعادتي شعري المنكوش,N
هي امور شخصية طالمة ماحدا عم يتأذى,N
ديما بجاوبن,N
أبوسلمان سلمان,N
كيف بتتصرف بلا مسبات,N
ليش في احلا من الشعر المنكوش,N
بدعس فبطنو,G
بقله ما دخلك,N
يا أخي شعرك ولا شعري,N
انا ما صفيان براسي شعر حتى طولو,N
بسمع وبطنش اسلوب حياتي هاد,N
بشخ عليه وبحرقو خخخ,G
والله الشعر الطويل احلى ليش المسخرة يعني,G
بقلو اسأل اختك هيي بتعرف,N
عادي وطبيعي واشم عايدي رقم فبيجي متطفل وبيقلي شو يعني هالرقم وكنا بموقف باص فجاوبتو هاد شي بيخصني حس حالو قد لكمشة,N
شعب عايش عالتنمر هي بدمو,G
بقلوا سامع غناية مادخلك,N
اجري فيه و برأيو يلي ماحدا شايلو من ارضو,G
قبل الليش ماتطلع بكون ياسافقتو كف يااما بقلو اسأل امك بتجاوبك وماعاد اساسا بحكي مع هيك شكيلات,G
عم سبق,N
في أجوبة كتير,N
بقلو  ييي شو ئااسي جرحت احساااسي,N
ايا شب او بنت ما لازم يهتموا لحكي العالم بالنهاية هاد شعرك وانت حر كيف بترتاح فيه,N
ام الشعر المنكوش مقهورين من جمالي,N
كتير حلو البوست,P
البوست جميل جدا والاساس بالموضوع نظرة الشخص لذاته وتقبله بكل ما فيه عندما تحب ذاتك وتقدرها ستجد نفسك منبع الجمال,P
كلام جميل والاجمل جمال الروحاللي دائما بينعكس عالملامح الخارجية حتى يخلينا نشوف الجمال على حقيقتو,P
كثيير حلوة المواضيع وطريقة طرحها,P
أول الشي بحبك يا بعبع,P
شفتو انو مش ذوقي لزبالة,N
تماما يسلم هالتم,N
حديثنا آخر مرة   قريا كتير حلوة,P
عشان هيك عم اتبع موضة الكرش من الحجم العائلي,N
بوست بيتقل بالدهب,P
عبالي اشرح لهل عالم عن الجمال بهل طريقة,N
يا لطيف شو في عالم لازم نعملها تاغ,G
نفس أسلوبك بالحكي بشكللل,N
فهموا بقا,N
شخص واحد رح يتقبلك متل ماانت هو أمك فقط,N
شكرا يا بعبوع,P
شكرا لان نصرعنا من هالافكار تشوهت كل معتقداتنا مالازم تفرح الا اذا صار الف مصيبة وحزنت وتألمت ومدري شو,N
فعلا التسويق لهي الفكرة كتير كبير,N
هاد تفكير لازم ينتهي طيب ليش محدا بسوق إن الألم والحزن بسببو أمراض نفسية قد تؤدي لجلطات وغيرها من الأمراض,G
نحنا قادرين مازال كل كم يوم بينزل بوست من البعبع,N
لا شيء في الحياة أقوى من إرادة الانسان,N
بدنا نكون كذابين محترفين حتى نتجاوز حقيقة الحياة المرة,N
والله معك حق  هوي اكتر شي صار الموضوع لجذب التفاعل ولم العواطف وانو بوست حزين خلي العالم كلا تتأثر فيه كتر النكد بيجلط,G
يمكن هالتسويق نوع من المواساة للشخص يلي عم يتالم لهيك ليهون عحالو بيقنع حالو انو هالشي حلو,N
البعبع الجميل جدا,P
فعلا كنت دائما استغرب من هالشي,N
يالله يا البعبع البوست لطيف حلو بقدر ما انت حلو ولطيف,P
هي التنبلة اللي بعيشها لبين ما الله يفرجها,G
شايفة كييف,N
راما فجوة بين الجهد المبذول والمكافآت المتوقعة,N
والمشكلة كل هالاصابات وكل أعداد الوفيات وبعض الأشخاص مو مصدقين إن في مرض اسمو كورونا,N
آريغاتو بعبعنا,N
البعبع ياوحش,P
اي والله لازم,N
لازم نهديك يا للكتاب,N
لك والله صح,P
صحتي النفسية بالاراضي نو ون كيرز اتس اوكيه,G
كترولنا من الشهر,N
مواضيع للنقاش ومهمة,P
القلق من المستقبل,N
فعلا كتير موضوع مهم و آخر نقطة تقريبا كلنا منتعرضلا بأي نقاش ومنتردد عطول نعطي رأينا,P
مشكلتي بالحياة هيي القلق,N
عرفنا القلق و أسبابو,N
بيذكرك بوحدة بتكوني عبتدرسيا ومندمجة فجأة بطلعي عليها بتلاقيا فيرطة بكي,N
انا عندي قلق من الامتحانات مع انو رح صير سنة خامسه بس كل ما روح قدم ماده كأني اول مره بقدم امتحان مع انو بكون دارسه الماده كتير منيح وتعبانة عليها,G
مظبوط وخصوصا بعد اجراء عمليه,N
القلق كتير شغلة مزعجة بتحس في شي رح ياكل مخك و مو قدران تشرح لحدا لأنه رح تزعج اللي حواليك,G
قليل من القلق محفز للنجاح,N
أبشع شعور,G
ابشع شي القلق متل السوس بينخر بالراس نخر,G
عنجد وصف دقيق,P
للأسف القلق بيضل مرافقني,G
كل الحب الك يا بعبع,P
ابشع شعور بالدنيا,G
صح صح صح صح,P
فكرتو ميم بالاول خاب املي,N
كلنا مع قضية الإنسان قبل أن تكون قضية العرب والفلسطينين,N
بكل اللغات العالم,N
لاتحسبن الله غافلا عما يعمل الظالمون,G
ما بتخيل حدا عايش بهالوضع وما صارت عندو مشاكل نفسية كلنا بحاجة لطبيب نفسي يساعدنا حتى نتخطى هي العثرة العشرينية بسلام,G
رغد من يومين و هي عم تشخص حالا,N
الشي الجميل باليابان بالمدارس وبالشركات مافي عامل تنظيف,N
بتمنى يلي يجي اليوم مايكون في عمال نضافة كل حدا مسؤول عن نظافته ونظافة المكان يلي بيكون فيه,N
انا هادا يلي على طول بقولو الاسلوب بالمعاملة اهم شي وطريقة الكلام احسنت النشر احمد بيك,N
احقر انواع التنمر هو التنمر عهي الشريحة من الناس,G
يخليلنا البعبع وأفكارو الظريفة,P
حط حالك محلي,N
ماحدا بحط حالو محل حدا ولو كان هيك ماكان في تنمر كان كل واحد حس بمعاناة غيرو ما استخف بألمو ولا كسر خاطرو وضيع فرحتو,G
ماحدا بيحط حالو محل حدا,N
إذا كل واحد بحط حالو محل الشخص يلي قبالو كنا عشنا بسلام وطمأنينة,N
كتير بنزعج من الاشخاص اللي بتقلد ناس عم يعانوا من اللدغة بالحروف أو التأتأة شي كتير بشع مابعرف شو بفكر اللي بيعمل هيك اكيد بعاني من تشوهات نفسية ونقصه ماعم يعرف يعبيه وبيستحي من حاله وبعبر عن خجله بهالاسلوب المقرف,G
نتذكر انو مايك تايسون الملاكم المعروف بيقرط بالسين ومع هيك كان فارض وجوده والكل يخاف منه,N
ياريت يوصل المجتمع لهالوعي,N
مسنى سامعة,N
فهمتو يا متنمرين,N
منيح يلي لسه فينا عقل,G
كأنكن أصبتو بالصميم,N
البعبع العظيم,P
كيف فينا نتواصل معكون,N
أبسط شي فينا نعملو نتعلم من كل الحوادث والأوبئة يلي مرت عالبشرية كيف العلم كان الحل,N
لما قطة الجيران تكون سبب البلاوي بالكرة الارضية,N
وباء الجهل اكيد بيروح في داهية,G
العلم هو الحل بس العيب فينا,N
عفكرة ابدا البنت مو بشعة بكفي انو مو معباية حالا تجميل متل البعض,N
كل الحب لنور بنت نشيطة وخجولة وبتجنن الله يسعدها,P
لأنو ببساطة أغلب لمتنمرين لي عمواقع لتواصل عندن عقدة نقص ماعندن المكان  أو الجرأة يفرغوها غير ع النت,G
السطحية مرض ولازم يلتقالو حل,G
حرفيا لأن ببساطة عالم سخيفة ما بتقدر تدور ع شي تناقش فيه غير الشكل وعقدة النقص يلي بتخلي الإنسان يهجم ع حدا بسبب شكلو حتى يبين قدام العالم يلي معهن إنو هو مهضوم,G
بيعتقدو أنها خفة دم و هضامة,N
مخلوقة حلوة وجميلة وعندها اخطاء بلمكياج مااكتر,P
أساسا هيي موبشعهو بكفي إنها متقبله حالها متل ما هيي لتكون بقمة الجمال,P
عنجد هيك ناس شو بتحس لما تتنمر على غيرها عم تعوض النقص اللي عندها و تعبر عن نفسيتها المريضة و البنت حلوة و فهمانة و دارسة و يطلعلن يكونو قد ربعا بس,G
اعتقد انها حاجه نفسيه يعني الناس من الحقد والحسد والغيره بيتكلموا وحش علي المشاهير عشان يحسوا بأحساس وهمي بالافضليه,G
لازم تصيري تنزلو البوستات عربي انكليزي,N
بعبع معك حق بكل كلمة قلتها وكلامك ماعليه غبار وانا معك بكل حرف قلتو اكيد مارح نخلي كم واحد شكلو متل حبة البطاطا يبين للعالم انو عندنا عقدة نقص,N
مادري ع شنو يتنمرون جميلة,N
هذول مريضين ولازم يتعالجو,G
شعوب مخها فاضية,G
ضد اي كلمة سلبية عحدا,N
سطحيين ولابرنديين,N
واذا بتتصل برفقاتك ورفقاتك بطنشوك,N
لازم تحطو مبادرتكن أول شي بالقائمة لتخلي الواحد يصير أحسن,P
نصف الاقتراحات تفترض أني أحب عائلتي أو عندي شخص عزيز علي  أوك شكرا,N
ومارس الرياضة,N
معليش نستثني  ونتصل بأحد الأصدقاء,N
الشي الوحيد يلي بيحز بنفسي,N
يعني لما حدا يكون مبسوط بشغلة ما في داعي للطريقتين الأصح يحترمو انبساطو للواحد,N
والله يفضل  ما ينعطى الرأي اساسا لانو العالم بدا اعادة تأهيل بهيدا الموضوع,N
انا بتخيل بلا الرأي هاد كلو خصوصا اذا مو مطلوب,G
بدكو ناس تفهم,N
بس ما حدا طلب رأيكن من الأساس,N
بالحالتين ما حدا أخد أو طلب رأيين طيب,N
بالنسبة الي بفضل ماحدا يعطيني رأيه منوب طالما ما سألته,N
ما بيلبقلك شي  انت الك ستايل خاص فيكي,N
كمية النفسية بالتعليقات لا توصف,G
بغض النظر انو الاسلوب بيفرق بس كمان يفضل لا ينعطى رأي ما انطلب,N
اي الله يوفقكن عملو شو  صورة و اهم شي انو ازا قلنا عن اي شي بالعالم انو حلو مو يعني انو الي عنا مو حلو هي اهم شي و شملوا بكل افكارة لانو واللله ندبحت,N
عفكرة هي اسمها وقاحة وقلة ذوق مين يلي دلعها باسم تنمر مابعرف لا والناس عم تتفاخر بهالصفة يارب ناس كتير بعرفا يشوفو البوست,G
مره كنت طالعه عالجامعه و لابسه بنطلون اسود واسع ف بكل بساطه اجا شخص و قلي شو هاد هاهاهاها لا عاد تلبسي هالشي,N
ما فينك تخمن إذا فعلك تنمر أو لا  أفعال العنف مافيا تحزير,N
الافضل الواحد مايعطي رأيه بشي  مابخصه  اذا مانطلب منه وخاصة اذا سلبي واذا انطلب منه يكون باسلوب لطيف,N
لازم نعرف دائما نختار الكلام الصح,N
عنجد اي الاسلوب بيفرق كتير,N
هنن العالم يبطلو بس يعطو رأيهن  يلي ما حدا مهتم فيه اصلا وبصير الكوكب بخير,N
واذا ماانسال ع رايو رايها ماضروري يحكو بكون احسن,N
برأيي مانعطي رأينا بشكل غيرنا لا بطريقة حلوة ولا بطريقة بشعة,N
اكيد الاسلوب بفرق,N
تنمر ولا مو تنمر,G
والله صرلي عم عاني سنين منهم  الله لا يسامحهم,G
ينسبو ما بدها ألف,N
فعليا مطرح ما بكون ما حدا بيسترجي يفكر بالموضوع من الأساس,N
ماقدرت لاقي حل ابدا,N
صارت معي واندل من هيك شعور مافي بس هلأ ماني مستعدة ابقى ولا لحظة واللي بقلل من قيمة شغلك بكون اساسا مو قادر يصل لمستواك لهيك المكان يلي مابدي يعترف بشغلي مو مضطرة كون فيه,N
عادي اخر همي بالآخر كله ببين,N
بطحبش المكان وبمشي,G
أهم شي الناس يلي بالشغل تكون فقط للشغل يعني الحدود مطلوبة جدا ووقتا ماحدا بيقدر لايقلل قيمة حدا ولاينسب الشغل الو,N
يقلل من قيمتي مابيقدر لانه كل شخص قيمته معروفة شو,N
بنفجر دغري,N
فعلا الله يخليلي إياهم,P
بتوقع بالشغل ماني لحالي والموجودين معي بيعرفو شغلي وهنن بيحكو وفي مقولة عجبتني الكلاب تعوي والقافلة تسير,N
قلل من قيمتي بطنشو مع الزمن الكل بيعرف قيمتك ااحقيقية,N
والله انك تقدم استقالتك لانو بكون موقف حاسم وبيبين بيئة العمل سيئة وحتى ولو واجهة الأشخاص ماحدا رح يذوق,G
الموقف بالشق التاني من السؤال تعرضتله أكتر من مرة وللأمانة لقيت أحسن حل أنك من الأساس ماتبيع شغلك برخيص وهيك مابتسمح يصير هالشي غير هيك أنت دائما خسران ولو استرديت شغلك حتكون خسرت بهجته وأعصابك بالطريق برضو,N
يلي قادر يولد فكرة بيقدر يعطي الف فكرة ويتصدق ب  عالشعب الفقير,N
محدا فيه يقلل من قيمتك وقت بتكون بتعرف قيمة حالك ومو مفكر بحدا,N
هاد شي كتير بتعرضله وما بيهمني ابدا بكفي انا اعرف قيمة تعبي,N
بسكت بسكت ليوصل للآخر  وبنفجر  و إذا انفجرت مصيية ماحدا ممكن يتوقع شو ممكن أعمل,G
باخد روحه,G
بعملو مصيبة من تحت لتحت,G
بسجلو خروج,N
بخرس عشان ما أخسر شغلي بعدين بمرض,N
ياخد شغلي وينسبو الو مممم ماصارت معي فمابعرف وبعيد الشر,N
بدعي عليه وبزعل وبينشل أملي,G
بالشغل ماعندي مزح اذا لم تكن ذئبآ أكلتك الذئاب,N
ببحت وبطلعوا عن دينو,N
يا سلام عاللي ح يحصل  ليلتو تبقى سودا,N
انا من النوع الي فيني اسكت مرة واتنين وتلاتة بس ما فيي امتص شي فوق الحد وممكن انفعل واعمل مشكلة,N
يالطيف عأساس منخصب يورانيوم وعلماء الذرة مقتلين حالن عنا,G
مقابلة سميحة,N
بورجيه العين الحمرا بطريقتي,N
وقت بيفلل قيمتي بندمو بطريقه لا ع البال ولا ع الخاطر بدقو اسفين من حيث لايدري بخليه يحكي حالو اما شغلي ينسبو الو ما كتير بيهمني طالما الاساس والمعرفه عندي,G
بستنى عحالي فترة وبنفجر و فرجيه قيمتو بالشغل ببساطة,N
الواحد بيخجل بنفسو لما يشوف ابداعت متل هي,N
ايمتى حتقبلوني بس بدي اعرف حضل مصرة صير معكم ليصر عمري  سنة,N
رأي الآخر مهم  لكل شخص ولو بشكل مبطن,N
خط رفيع جدا,N
مقامك حيث أقمت نفسك لا حيث أقامك الناس,N
منعرف ومنحس برأي غيرنا فينا يلي نابع عن محبة ومودة او رأي نابع عن حقد وحسد وكره,N
غيرنا هنن الناس يلي بهمونا ومنثق بكلامن,N
مو مهم ابدا,N
تقبل الرأي واستماعه طبعا مهم وشي إنساني لنكون قادرين عالاندماج مع المجتمع المهم إنو ما يتخطى حده ويأثر علينا بالحالتين إن كان سلبيا يدمرنا أو إيجابيا يعززلنا الأنا المهم احترامنا ومعرفتنا لنفسنا بغض النظر عن الآراء,N
رأي الآخر لا يهم,N
التقبل عنا بصفة عامة لا ينمى بشكل يتيح لنا تقبل النقد,N
من عندي مش مهم رأي أي شخص فينا إلا إذا كان رأي منطقي و إيجابي,N
مو مهم أبدا كل واحد يعيش ويعمل متل ما بدو ليش لحتى كلنا نقلد بعض,N
بيهمني رأيهن إذا أنا عطيتهن مساحة ليعطوا رأيهن فيا  أما لو كنت مو عاطين مساحة ف أكيد ما رح اهتم لأرائهن,N
حسب قوتنا الداخلية اذا كنا هشين منتأثر بالرأي اما اذا كنا قوايا فعلى الدنيا السلام والاهم التصالح مع الذات,N
بهمنا نسمع رأي اللي نحنا منحبه وللأسف هالشي مو كتير صح بس هيك لا إراديا الناس اللي منحبهم بهمنا أمرهم ورأيهم لهيك الأذى الكبير بيجي منهم حتى لو كان بالكلام,N
ولا شوي,N
البسكليت هي الحل,N
لا عيب لازم خلص الناس بسوريا اضلها عم تبكي وتشوح وتنوح ع وضعها وما لازم يضحكو ابدا ولا يطلعو مشوار ولا اي فعاليه,G
